Process ID: [2421853] | Arguments:
    all_files: True
    file: Bio-Medical
    model: llama-2-7b-chat-hf
    temperature: 1.0
    top_p: 1.0
    early_stopping: False
    do_sample: False
    num_beams: 1
    top_k: 50
    data_dir: ./prompt_response/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/
    save_dir: ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/
    assist_model: gpt-4
    prompt_path: ./prompt/generate_fact_ins.txt
Process ID: [2421853] | Loading data from ./prompt_response/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Bio-Medical.json | Total 200
Process ID: [2421853] | Loading exist data from ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Bio-Medical.json | Total 0
   0%|                                                                       | 0/200 [00:00<?, ?it/s]Process ID: [2421853] | Model: llama-2-7b-chat-hf | File: Bio-Medical | Saving 0 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Bio-Medical.json
   0%|▎                                                              | 1/200 [00:12<42:09, 12.71s/it]   1%|▋                                                              | 2/200 [00:19<30:26,  9.23s/it]Process ID: [2421853] | Model: llama-2-7b-chat-hf | File: Bio-Medical | Saving 2 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Bio-Medical.json
 50%|██████████████████████████████▊                              | 101/200 [09:54<15:02,  9.11s/it] 51%|███████████████████████████████                              | 102/200 [09:55<10:50,  6.64s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Education | Saving 102 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Education.json
 52%|███████████████████████████████▍                             | 103/200 [09:57<08:25,  5.22s/it] 52%|███████████████████████████████▋                             | 104/200 [09:59<06:57,  4.35s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Education | Saving 104 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Education.json
 52%|████████████████████████████████                             | 105/200 [10:04<07:16,  4.60s/it] 53%|████████████████████████████████▎                            | 106/200 [10:10<07:37,  4.86s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Education | Saving 106 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Education.json
 54%|████████████████████████████████▋                            | 107/200 [10:17<08:45,  5.65s/it] 54%|████████████████████████████████▉                            | 108/200 [10:33<13:16,  8.66s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Education | Saving 108 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Education.json
 55%|█████████████████████████████████▏                           | 109/200 [10:40<12:15,  8.08s/it] 55%|█████████████████████████████████▌                           | 110/200 [10:48<12:23,  8.27s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Education | Saving 110 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Education.json
 56%|█████████████████████████████████▊                           | 111/200 [10:54<11:09,  7.53s/it] 56%|██████████████████████████████████▏                          | 112/200 [10:58<09:37,  6.56s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Education | Saving 112 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Education.json
 56%|██████████████████████████████████▍                          | 113/200 [10:59<07:02,  4.85s/it] 57%|██████████████████████████████████▊                          | 114/200 [11:04<06:54,  4.81s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Education | Saving 114 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Education.json
 57%|███████████████████████████████████                          | 115/200 [11:19<10:55,  7.72s/it] 58%|███████████████████████████████████▍                         | 116/200 [11:22<09:07,  6.52s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Education | Saving 116 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Education.json
 58%|███████████████████████████████████▋                         | 117/200 [11:27<08:28,  6.12s/it] 59%|███████████████████████████████████▉                         | 118/200 [11:37<09:36,  7.04s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Education | Saving 118 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Education.json
 60%|████████████████████████████████████▎                        | 119/200 [11:42<08:47,  6.52s/it] 60%|████████████████████████████████████▌                        | 120/200 [11:49<09:01,  6.77s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Education | Saving 120 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Education.json
 60%|████████████████████████████████████▉                        | 121/200 [11:56<08:45,  6.65s/it] 61%|█████████████████████████████████████▏                       | 122/200 [11:57<06:24,  4.93s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Education | Saving 122 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Education.json
 62%|█████████████████████████████████████▌                       | 123/200 [12:04<07:24,  5.77s/it] 62%|█████████████████████████████████████▊                       | 124/200 [12:05<05:23,  4.26s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Education | Saving 124 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Education.json
 62%|██████████████████████████████████████▏                      | 125/200 [12:12<06:20,  5.08s/it] 63%|██████████████████████████████████████▍                      | 126/200 [12:18<06:29,  5.27s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Education | Saving 126 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Education.json
 64%|██████████████████████████████████████▋                      | 127/200 [12:30<08:49,  7.25s/it] 64%|███████████████████████████████████████                      | 128/200 [12:42<10:40,  8.89s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Education | Saving 128 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Education.json
 64%|███████████████████████████████████████▎                     | 129/200 [12:44<07:48,  6.60s/it] 65%|███████████████████████████████████████▋                     | 130/200 [12:52<08:24,  7.21s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Education | Saving 130 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Education.json
